number,has_test,has_bug,has_feature,has_improve,has_document,has_refactor,lines_added,lines_deleted,files_changed,commits,change_num,prev_PRs,title_words,body_words,reviews_count,reviews_users,reviews_avg_len,reviews_time_span_hours,files_count,files_avg_additions,files_avg_deletions,files_avg_changes,files_avg_patch_chars,files_avg_patch_lines
156917,0,0,0,0,0,0,4,4,1,1,1.0344827586206897,27,14,23,1.0,1.0,5.0,0.0,1.0,4.0,4.0,8.0,1110.0,22.0
156929,0,0,0,0,1,0,68,3,4,2,2.533333333333333,9,7,145,3.0,3.0,0.0,21.066111111111113,4.0,17.0,0.75,17.75,1118.0,26.0
156915,0,0,0,0,0,0,99,27,6,3,1.8,8,5,8,0.0,0.0,0.0,0.0,6.0,16.5,4.5,21.0,1126.1666666666667,33.166666666666664
156910,0,0,0,0,0,0,71,36,6,3,2.533333333333333,8,6,39,1.0,1.0,41.0,0.0,6.0,11.833333333333334,6.0,17.833333333333332,4394.166666666667,63.0
156904,0,0,0,0,0,0,56,53,7,2,3.2448979591836733,34,9,46,6.0,4.0,3.6666666666666665,2.1069444444444443,7.0,8.0,7.571428571428571,15.571428571428571,3759.0,51.142857142857146
156897,0,0,0,0,1,0,18,19,3,3,3.5,0,11,98,2.0,2.0,17.0,7.8244444444444445,3.0,6.0,6.333333333333333,12.333333333333334,817.6666666666666,19.333333333333332
156900,0,0,0,0,0,0,353,5,4,4,2.1666666666666665,3,7,82,13.0,4.0,0.8461538461538461,22.518055555555556,4.0,88.25,1.25,89.5,3956.75,94.5
156901,0,0,0,0,0,0,449,242,8,3,3.4,3,16,43,2.0,1.0,8.0,26.929444444444446,8.0,56.125,30.25,86.375,15116.5,237.125
156893,0,0,0,0,0,0,786,786,6,1,1.0,1,7,13,1.0,1.0,1.0,0.0,6.0,131.0,131.0,262.0,12812.166666666666,481.8333333333333
156895,0,0,0,0,0,0,2,2,1,1,2.1666666666666665,2,8,0,3.0,2.0,0.0,115.20833333333333,1.0,2.0,2.0,4.0,447.0,15.0
156892,0,0,0,0,0,0,3443,86,12,4,4.0,0,8,221,6.0,3.0,14.0,96.17194444444445,12.0,286.9166666666667,7.166666666666667,294.0833333333333,10738.333333333334,312.1666666666667
156890,0,0,0,0,0,0,43784,1269,7,3,1.6941176470588235,53,8,11,1.0,1.0,0.0,0.0,7.0,6254.857142857143,181.28571428571428,6436.142857142857,3597.714285714286,77.85714285714286
156884,0,0,0,0,0,0,23,22,1,1,1.0,0,6,41,1.0,1.0,1.0,0.0,1.0,23.0,22.0,45.0,6092.0,117.0
156878,0,0,0,0,0,0,57,99,13,2,1.5555555555555556,7,12,31,2.0,1.0,7.0,0.6469444444444444,13.0,4.384615384615385,7.615384615384615,12.0,1630.5384615384614,35.0
156880,0,0,0,0,0,0,36,26,8,7,1.6941176470588235,52,6,92,7.0,4.0,1.1428571428571428,129.78444444444443,8.0,4.5,3.25,7.75,915.75,18.625
156881,1,0,0,0,0,0,0,11,1,1,1.6666666666666667,0,8,20,2.0,2.0,0.0,0.2811111111111111,1.0,0.0,11.0,11.0,629.0,12.0
156876,0,0,0,0,0,1,54,60,3,4,1.391304347826087,38,8,28,5.0,2.0,0.2,6.385555555555555,3.0,18.0,20.0,38.0,2909.6666666666665,61.0
156875,0,0,0,1,1,0,3,1,1,1,1.8571428571428572,5,6,28,2.0,2.0,3.5,1.1936111111111112,1.0,3.0,1.0,4.0,585.0,11.0
156874,0,0,0,0,0,0,43717,1247,5,2,1.6941176470588235,51,10,13,4.0,3.0,20.0,8.930833333333334,5.0,8743.4,249.4,8992.8,3940.0,82.6
156872,1,0,0,0,0,0,2,2,1,1,1.5,5,10,0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,210.0,8.0
156868,0,0,0,0,0,0,4,0,1,1,1.6666666666666667,2,8,77,4.0,3.0,64.0,27.286666666666665,1.0,4.0,0.0,4.0,208.0,9.0
156867,0,0,0,0,0,0,2,2,1,1,1.075,19,10,21,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,445.0,17.0
156869,0,0,0,0,0,0,1,1,1,1,1.075,20,9,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,199.0,6.0
156873,0,1,0,0,0,0,29,7,5,1,1.0,2,14,35,3.0,3.0,0.3333333333333333,27.39472222222222,5.0,5.8,1.4,7.2,611.6,13.4
156862,0,0,0,0,0,1,38,46,3,3,1.391304347826087,37,7,23,3.0,2.0,0.3333333333333333,0.5419444444444445,3.0,12.666666666666666,15.333333333333334,28.0,1886.3333333333333,46.0
156865,0,0,0,0,0,0,415,3,6,5,3.5,1,4,9,11.0,3.0,0.18181818181818182,157.2813888888889,6.0,69.16666666666667,0.5,69.66666666666667,3341.8333333333335,75.83333333333333
156860,0,0,0,0,0,0,7832,76,3,1,1.6941176470588235,50,9,22,4.0,3.0,0.0,6.867222222222222,3.0,2610.6666666666665,25.333333333333332,2636.0,6566.666666666667,137.66666666666666
156858,0,0,0,0,0,0,14,1,1,1,1.0535714285714286,44,12,15,1.0,1.0,42.0,0.0,1.0,14.0,1.0,15.0,597.0,22.0
156857,0,0,0,0,0,0,23,3,2,1,1.0,0,7,19,7.0,5.0,0.7142857142857143,169.8072222222222,2.0,11.5,1.5,13.0,2474.0,51.5
156854,0,0,0,0,0,0,7,8,1,2,2.0,0,6,21,5.0,4.0,7.4,90.08277777777778,1.0,7.0,8.0,15.0,1490.0,41.0
156852,0,0,0,0,0,0,19,120,3,2,1.391304347826087,36,7,20,2.0,1.0,0.5,0.36027777777777775,3.0,6.333333333333333,40.0,46.333333333333336,2759.0,76.33333333333333
156848,0,0,0,0,0,0,24,17,5,1,1.653061224489796,27,7,5,0.0,0.0,0.0,0.0,5.0,4.8,3.4,8.2,1585.0,33.0
156847,0,0,0,0,0,0,115,3,2,2,3.2666666666666666,10,10,11,1.0,1.0,2.0,0.0,2.0,57.5,1.5,59.0,3071.5,71.5
156844,0,0,0,0,1,0,587,10,25,1,1.0,4,5,174,0.0,0.0,0.0,0.0,25.0,23.48,0.4,23.88,1456.44,32.48
156843,0,0,0,0,0,0,969,3,27,1,1.0,3,5,214,0.0,0.0,0.0,0.0,27.0,35.888888888888886,0.1111111111111111,36.0,1536.8148148148148,42.51851851851852
156835,0,0,0,0,0,0,0,3,1,1,1.0,0,8,0,2.0,1.0,0.0,156.66444444444446,1.0,0.0,3.0,3.0,505.0,10.0
156834,1,0,0,0,0,0,2,2,2,1,1.0,0,7,102,2.0,2.0,0.0,3.9788888888888887,2.0,1.0,1.0,2.0,664.0,9.0
156833,0,0,0,0,0,0,158,100,8,2,3.4,2,14,36,1.0,1.0,2.0,0.0,8.0,19.75,12.5,32.25,5022.75,93.875
156832,0,0,0,0,0,0,4,4,3,1,1.375,1,10,57,1.0,1.0,1.0,0.0,3.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,785.3333333333334,10.666666666666666
156831,0,0,0,0,0,0,35,0,3,2,3.5,0,12,12,6.0,3.0,0.3333333333333333,18.861944444444443,3.0,11.666666666666666,0.0,11.666666666666666,896.6666666666666,21.0
156819,0,0,0,0,0,0,64,32,3,2,2.0,0,10,86,2.0,1.0,27.5,1.4444444444444444,3.0,21.333333333333332,10.666666666666666,32.0,2457.6666666666665,49.666666666666664
156824,0,0,0,0,0,0,15,13,4,1,1.0689655172413792,23,6,0,1.0,1.0,14.0,0.0,4.0,3.75,3.25,7.0,742.75,18.75
156818,0,0,0,0,0,0,76,56,4,4,8.25,1,13,254,8.0,2.0,2.125,3.658888888888889,4.0,19.0,14.0,33.0,5390.25,105.75
156817,1,0,0,1,0,0,21,27,5,2,1.6941176470588235,49,5,196,6.0,2.0,0.16666666666666666,114.565,5.0,4.2,5.4,9.6,710.8,25.0
156815,0,0,0,0,1,0,2,2,1,1,1.0,0,12,26,1.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,604.0,11.0
156812,0,0,0,0,0,0,1,2,1,2,1.165137614678899,76,4,12,3.0,2.0,8.333333333333334,8.227222222222222,1.0,1.0,2.0,3.0,250.0,10.0
156814,0,0,0,0,0,0,22,22,1,1,1.165137614678899,78,4,0,1.0,1.0,0.0,0.0,1.0,22.0,22.0,44.0,10552.0,184.0
156810,0,0,0,0,0,0,20,26,1,1,1.165137614678899,74,9,27,4.0,3.0,0.0,7.5375,1.0,20.0,26.0,46.0,2315.0,62.0
156813,0,0,0,0,0,0,2,2,1,1,1.165137614678899,77,6,4,1.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,557.0,11.0
156811,0,0,0,0,0,0,1,2,1,1,1.165137614678899,75,5,10,2.0,2.0,0.0,7.159722222222222,1.0,1.0,2.0,3.0,444.0,10.0
156808,1,0,0,0,0,0,2,1,1,1,1.5,1,11,35,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,791.0,15.0
156807,0,0,0,0,0,0,46,2,1,4,3.0,2,7,0,15.0,8.0,6.0,21.949444444444445,1.0,46.0,2.0,48.0,3932.0,69.0
156803,1,0,0,0,0,0,188,13,8,8,4.666666666666667,1,8,177,16.0,5.0,1.375,147.21138888888888,8.0,23.5,1.625,25.125,1964.125,43.25
156802,0,0,0,0,0,0,13,1,3,4,2.0,2,12,4,10.0,6.0,2.3,29.3025,3.0,4.333333333333333,0.3333333333333333,4.666666666666667,349.0,9.666666666666666
156800,0,0,0,0,0,0,5,2,1,1,1.6666666666666667,29,8,49,1.0,1.0,0.0,0.0,1.0,5.0,2.0,7.0,1070.0,28.0
156797,0,0,0,0,0,0,2,2,1,1,1.075,17,6,0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,648.0,15.0
156799,0,0,0,0,0,0,228,230,6,1,1.075,18,6,40,0.0,0.0,0.0,0.0,6.0,38.0,38.333333333333336,76.33333333333333,3562.6666666666665,96.33333333333333
156798,0,0,0,0,0,0,2,1,1,1,1.8518518518518519,31,12,12,3.0,3.0,10.0,11.573611111111111,1.0,2.0,1.0,3.0,497.0,10.0
156796,0,0,0,0,0,0,576,1156,3,2,1.5,1,7,11,4.0,2.0,35.5,18.57611111111111,3.0,192.0,385.3333333333333,577.3333333333334,38737.333333333336,687.6666666666666
156795,0,0,0,0,0,0,3,4,1,1,1.075,16,7,39,0.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,405.0,14.0
156794,0,0,0,0,0,0,361,361,2,1,2.8,4,9,4,1.0,1.0,2.0,0.0,2.0,180.5,180.5,361.0,37890.0,500.5
156788,0,0,0,0,0,0,72,0,2,2,2.0,0,5,29,1.0,1.0,0.0,0.0,2.0,36.0,0.0,36.0,1808.5,40.0
156789,0,0,0,0,0,0,1,1,1,1,2.142857142857143,4,9,56,1.0,1.0,19.0,0.0,1.0,1.0,1.0,2.0,550.0,16.0
156784,0,0,0,0,0,0,2,1,1,1,1.05,17,7,6,2.0,2.0,9.5,1.035,1.0,2.0,1.0,3.0,455.0,10.0
156785,1,0,0,0,0,0,1,1,1,1,1.25,1,11,34,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,426.0,9.0
156783,0,0,1,0,0,0,69,0,1,1,1.165137614678899,73,3,36,1.0,1.0,0.0,0.0,1.0,69.0,0.0,69.0,3034.0,76.0
156780,0,0,0,0,0,0,5,5,3,1,1.5,7,6,45,2.0,2.0,18.5,4.534722222222222,3.0,1.6666666666666667,1.6666666666666667,3.3333333333333335,784.0,17.333333333333332
156779,0,0,0,0,0,0,23,1,2,1,1.0,0,7,33,4.0,3.0,0.0,95.64722222222223,2.0,11.5,0.5,12.0,1051.0,16.0
156778,0,0,0,0,0,0,23,12,4,3,2.142857142857143,3,14,124,2.0,2.0,22.0,4.492222222222222,4.0,5.75,3.0,8.75,817.0,23.25
156777,0,0,0,0,0,0,27,177,8,1,1.0,0,17,21,1.0,1.0,20.0,0.0,8.0,3.375,22.125,25.5,1726.125,42.625
156776,0,0,0,0,0,0,3,2,1,1,1.0,1,7,36,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,392.0,12.0
156774,0,0,0,0,1,0,84,84,27,1,1.6470588235294117,13,6,101,3.0,3.0,10.666666666666666,12.6025,27.0,3.111111111111111,3.111111111111111,6.222222222222222,1043.3703703703704,25.48148148148148
156771,0,0,0,0,0,0,186,30,2,1,1.7272727272727273,8,8,100,1.0,1.0,2.0,0.0,2.0,93.0,15.0,108.0,7978.0,187.5
156770,0,0,0,0,0,0,26,2,2,1,1.9523809523809523,15,9,18,2.0,2.0,0.5,1.7883333333333333,2.0,13.0,1.0,14.0,740.0,21.0
156768,0,0,0,0,0,0,235,116,5,7,5.0,4,13,13,6.0,3.0,8.5,106.51972222222223,5.0,47.0,23.2,70.2,3322.0,90.4
156769,0,0,0,0,0,0,56,12,4,3,1.8518518518518519,30,12,47,9.0,4.0,0.1111111111111111,6.153888888888889,4.0,14.0,3.0,17.0,1204.75,30.75
156772,0,0,0,0,0,0,80,55,5,1,1.05,16,9,22,0.0,0.0,0.0,0.0,5.0,16.0,11.0,27.0,1760.8,38.4
156764,0,0,0,0,0,0,82,0,2,1,1.1578947368421053,34,13,5,1.0,1.0,17.0,0.0,2.0,41.0,0.0,41.0,1363.0,45.0
156765,0,0,0,0,0,0,671,505,33,1,1.4864864864864864,22,6,10,1.0,1.0,0.0,0.0,33.0,20.333333333333332,15.303030303030303,35.63636363636363,8028.242424242424,110.18181818181819
156763,0,0,0,0,0,0,172,0,8,11,11.0,0,9,27,27.0,6.0,0.48148148148148145,142.49916666666667,8.0,21.5,0.0,21.5,1031.375,26.375
156761,1,1,0,0,0,0,24,315,4,1,1.4666666666666666,13,9,686,1.0,1.0,4.0,0.0,4.0,6.0,78.75,84.75,5559.75,107.25
156759,0,0,0,0,0,1,39,19,1,1,1.6666666666666667,28,8,76,3.0,2.0,0.0,0.615,1.0,39.0,19.0,58.0,4522.0,108.0
156758,0,0,0,0,0,0,56,25,3,1,2.533333333333333,7,8,30,1.0,1.0,1.0,0.0,3.0,18.666666666666668,8.333333333333334,27.0,2682.6666666666665,44.333333333333336
156754,0,0,0,0,0,0,187,15,9,9,9.75,6,8,63,5.0,3.0,0.6,97.16777777777777,9.0,20.77777777777778,1.6666666666666667,22.444444444444443,1248.6666666666667,32.44444444444444
156757,0,0,0,0,0,0,96,29,5,1,1.9523809523809523,14,7,57,1.0,1.0,35.0,0.0,5.0,19.2,5.8,25.0,1954.4,37.4
156751,0,0,0,0,0,0,4,4,1,1,1.391304347826087,35,9,36,1.0,1.0,0.0,0.0,1.0,4.0,4.0,8.0,1376.0,27.0
156752,0,0,0,0,0,0,1,1,1,1,1.0344827586206897,26,14,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,530.0,9.0
156750,0,0,0,0,0,0,18,5,2,4,6.0,2,6,40,2.0,1.0,9.5,72.42472222222223,2.0,9.0,2.5,11.5,695.0,20.0
156749,0,0,0,0,0,0,296,294,1,1,1.0,0,7,0,6.0,2.0,3.8333333333333335,15.893055555555556,1.0,296.0,294.0,590.0,37602.0,874.0
156748,0,0,0,0,0,0,4,4,1,1,1.0344827586206897,25,13,0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,8.0,925.0,22.0
156746,0,0,0,0,0,0,29,29,9,1,1.5,6,9,20,1.0,1.0,1.0,0.0,9.0,3.2222222222222223,3.2222222222222223,6.444444444444445,1121.7777777777778,17.11111111111111
156743,0,0,0,0,0,0,3,5,1,1,1.0344827586206897,24,14,0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,799.0,15.0
156742,0,0,0,0,0,0,3,1,2,1,2.066666666666667,6,14,31,2.0,2.0,3.0,0.9008333333333334,2.0,1.5,0.5,2.0,449.5,9.0
156740,0,0,0,0,0,0,34,15,2,2,1.5,0,6,30,2.0,2.0,16.0,10.377777777777778,2.0,17.0,7.5,24.5,1933.0,52.5
156739,0,0,0,0,0,0,3,5,1,1,1.0344827586206897,23,14,0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,799.0,15.0
156738,0,0,0,0,0,0,3,5,1,1,1.0344827586206897,22,14,0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,799.0,15.0
156745,0,0,0,0,0,0,35,32,17,1,1.6153846153846154,8,7,37,0.0,0.0,0.0,0.0,17.0,2.0588235294117645,1.8823529411764706,3.9411764705882355,782.5294117647059,10.764705882352942
156737,1,0,0,0,0,0,97,103,10,3,2.0,1,11,48,1.0,1.0,4.0,0.0,10.0,9.7,10.3,20.0,1257.7,35.5
156735,1,0,0,0,0,0,0,10,2,1,1.2857142857142858,5,10,13,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,331.0,9.0
156736,1,0,0,0,0,0,81,30,3,2,3.8,1,7,83,1.0,1.0,1.0,0.0,3.0,27.0,10.0,37.0,2338.3333333333335,61.0
156734,0,0,0,0,0,0,44,7,2,4,1.6666666666666667,27,12,49,11.0,2.0,0.0,0.7375,2.0,22.0,3.5,25.5,2622.0,58.5
156733,0,0,0,0,0,0,3,1,1,1,14.285714285714286,6,4,0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,4.0,423.0,11.0
156731,0,0,0,0,0,0,239,4,2,5,5.0,0,12,19,0.0,0.0,0.0,0.0,2.0,119.5,2.0,121.5,6592.0,141.5
156730,0,0,0,0,0,0,297,256,10,3,2.533333333333333,6,20,9,4.0,2.0,0.25,19.11861111111111,10.0,29.7,25.6,55.3,8754.6,101.5
156729,1,0,0,0,0,0,12,6,4,3,2.066666666666667,5,11,72,6.0,3.0,0.16666666666666666,4.419444444444444,4.0,3.0,1.5,4.5,426.75,11.75
156725,0,0,0,0,0,0,27,2,2,1,1.7272727272727273,6,6,53,0.0,0.0,0.0,0.0,2.0,13.5,1.0,14.5,1082.5,32.0
156728,0,0,0,0,0,0,30,207,2,1,1.7272727272727273,7,9,11,0.0,0.0,0.0,0.0,2.0,15.0,103.5,118.5,8482.0,199.5
156726,1,0,0,0,1,0,326,9,1,10,10.0,0,11,140,12.0,3.0,3.5,26.988611111111112,1.0,326.0,9.0,335.0,28422.0,479.0
156722,0,0,0,0,0,0,5,3,2,1,3.4,1,11,17,1.0,1.0,2.0,0.0,2.0,2.5,1.5,4.0,915.0,16.0
156721,0,0,0,0,0,0,3,20,2,1,1.7272727272727273,5,7,38,1.0,1.0,0.0,0.0,2.0,1.5,10.0,11.5,1026.0,25.5
156719,0,0,0,0,0,0,30,3,2,3,1.8518518518518519,29,5,0,2.0,2.0,0.0,1.9647222222222223,2.0,15.0,1.5,16.5,1104.5,25.5
156718,0,0,0,1,0,0,857,36,4,4,1.8571428571428572,4,8,122,5.0,2.0,2.0,27.904444444444444,4.0,214.25,9.0,223.25,10587.5,231.0
156716,0,0,0,0,0,0,128,124,14,1,1.6153846153846154,7,6,41,1.0,1.0,2.0,0.0,14.0,9.142857142857142,8.857142857142858,18.0,6371.214285714285,79.64285714285714
156712,0,0,0,0,0,0,96,48,8,2,3.2857142857142856,5,7,14,1.0,1.0,0.0,0.0,8.0,12.0,6.0,18.0,1083.125,29.375
156714,0,0,0,0,0,0,628,0,2,10,3.5,2,8,60,15.0,3.0,7.333333333333333,158.67638888888888,2.0,314.0,0.0,314.0,13341.0,321.5
156711,1,0,0,0,0,0,1,1,1,1,1.0,0,8,303,1.0,1.0,16.0,0.0,1.0,1.0,1.0,2.0,817.0,9.0
156708,0,0,0,0,0,0,2,1,1,2,5.666666666666667,2,11,79,1.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,559.0,17.0
156710,0,0,0,0,0,0,213,1,2,3,2.5555555555555554,8,9,17,1.0,1.0,4.0,0.0,2.0,106.5,0.5,107.0,3965.5,112.5
156707,0,0,0,0,1,0,9,0,1,1,5.0,2,6,10,1.0,1.0,0.0,0.0,1.0,9.0,0.0,9.0,321.0,16.0
156706,0,0,0,0,0,0,2,0,1,1,1.0952380952380953,12,8,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,452.0,16.0
156705,0,0,0,0,0,0,68,7,9,1,1.0,0,9,24,1.0,1.0,0.0,0.0,9.0,7.555555555555555,0.7777777777777778,8.333333333333334,531.7777777777778,16.444444444444443
156703,0,0,0,1,0,0,351,0,3,1,1.0,0,9,77,6.0,2.0,1.6666666666666667,48.64527777777778,3.0,117.0,0.0,117.0,2519.3333333333335,118.0
156702,0,0,0,0,0,0,3,3,1,1,1.5909090909090908,12,8,19,1.0,1.0,1.0,0.0,1.0,3.0,3.0,6.0,492.0,13.0
156701,0,0,0,0,0,0,4,15,1,1,1.5909090909090908,11,5,34,1.0,1.0,1.0,0.0,1.0,4.0,15.0,19.0,824.0,27.0
156697,0,0,0,0,0,0,1,0,1,1,1.0952380952380953,11,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,273.0,8.0
156696,0,0,0,0,0,0,725,376,4,3,1.6941176470588235,48,8,16,1.0,1.0,0.0,0.0,4.0,181.25,94.0,275.25,31884.75,501.75
156695,0,0,0,0,0,0,717,363,3,2,1.6941176470588235,47,8,24,3.0,2.0,5.333333333333333,5.685,3.0,239.0,121.0,360.0,41753.0,655.6666666666666
156693,0,0,0,0,0,0,36,38,6,1,1.5909090909090908,10,11,40,3.0,2.0,0.3333333333333333,21.99888888888889,6.0,6.0,6.333333333333333,12.333333333333334,1048.0,26.0
156691,0,0,0,0,0,0,3,3,1,1,1.0,0,8,45,1.0,1.0,0.0,0.0,1.0,3.0,3.0,6.0,519.0,13.0
156688,0,0,0,0,0,0,24,2,2,1,2.5555555555555554,7,7,45,2.0,2.0,8.0,0.08861111111111111,2.0,12.0,1.0,13.0,931.0,22.0
156690,0,0,0,0,0,0,39,528,1,2,1.6666666666666667,26,8,63,1.0,1.0,0.0,0.0,1.0,39.0,528.0,567.0,38892.0,624.0
156689,0,0,0,0,0,0,2,0,1,1,1.0952380952380953,10,10,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,170.0,9.0
156687,0,0,0,0,0,0,39,7,3,1,1.6818181818181819,16,5,97,3.0,3.0,1.0,3.2558333333333334,3.0,13.0,2.3333333333333335,15.333333333333334,848.6666666666666,22.666666666666668
156684,0,0,0,0,0,0,723,0,3,2,1.8,7,9,18,0.0,0.0,0.0,0.0,3.0,241.0,0.0,241.0,8360.333333333334,246.0
156683,0,0,0,0,0,0,37,34,8,6,6.0,0,11,67,8.0,3.0,43.25,27.954166666666666,8.0,4.625,4.25,8.875,1203.625,27.25
156682,1,0,1,0,1,0,96,194,7,4,2.1666666666666665,3,5,177,4.0,2.0,4.0,22.808888888888887,7.0,13.714285714285714,27.714285714285715,41.42857142857143,3334.285714285714,78.28571428571429
156681,1,0,0,0,0,0,82,0,2,1,2.0833333333333335,10,9,84,2.0,2.0,0.0,0.4891666666666667,2.0,41.0,0.0,41.0,1363.0,45.0
156678,0,0,0,0,0,0,61,30,7,2,3.4,0,14,18,1.0,1.0,2.0,0.0,7.0,8.714285714285714,4.285714285714286,13.0,2080.0,40.714285714285715
156677,0,0,0,0,0,0,32,17,1,1,2.1666666666666665,2,7,37,1.0,1.0,0.0,0.0,1.0,32.0,17.0,49.0,4384.0,85.0
156676,1,0,0,0,0,0,5,38,2,1,1.25,15,7,18,2.0,2.0,1.5,0.0825,2.0,2.5,19.0,21.5,3581.0,51.5
156675,1,0,0,0,0,0,1,1,1,1,2.0,9,10,44,1.0,1.0,10.0,0.0,1.0,1.0,1.0,2.0,467.0,9.0
156672,0,0,0,0,0,0,3,4,2,1,1.0689655172413792,22,6,0,1.0,1.0,0.0,0.0,2.0,1.5,2.0,3.5,654.0,17.5
156669,0,0,0,0,0,0,21,2,2,1,1.0535714285714286,43,9,7,0.0,0.0,0.0,0.0,2.0,10.5,1.0,11.5,544.0,19.0
156666,0,0,0,0,0,0,1,2,1,1,1.0535714285714286,42,8,7,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,429.0,10.0
156668,1,0,0,0,0,0,55,13,3,3,3.0,0,6,238,5.0,2.0,7.8,1.6088888888888888,3.0,18.333333333333332,4.333333333333333,22.666666666666668,1049.6666666666667,31.0
156664,0,0,0,0,0,0,69,16,4,1,1.1578947368421053,33,21,5,3.0,3.0,0.0,1.396111111111111,4.0,17.25,4.0,21.25,1216.75,32.25
156662,0,0,0,0,0,0,29,9,5,1,2.2,8,12,65,2.0,2.0,101.5,0.3016666666666667,5.0,5.8,1.8,7.6,643.6,17.6
156663,0,0,0,0,0,0,29,0,2,1,1.653061224489796,26,17,70,1.0,1.0,1.0,0.0,2.0,14.5,0.0,14.5,1087.0,22.0
156661,0,0,0,0,0,0,470,53,6,4,1.6,0,9,229,3.0,2.0,3.6666666666666665,59.17166666666667,6.0,78.33333333333333,8.833333333333334,87.16666666666667,7617.333333333333,104.0
156658,0,0,0,0,0,0,38,14,2,1,1.0535714285714286,41,9,26,0.0,0.0,0.0,0.0,2.0,19.0,7.0,26.0,1566.0,42.0
156657,0,1,0,0,0,0,0,2,2,2,1.6818181818181819,15,5,51,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,455.0,8.0
156655,0,0,0,0,0,0,352,345,2,1,1.6941176470588235,46,9,26,1.0,1.0,0.0,0.0,2.0,176.0,172.5,348.5,52153.5,761.5
156654,0,0,0,0,0,0,252,108,22,6,14.285714285714286,5,8,14,1.0,1.0,0.0,0.0,22.0,11.454545454545455,4.909090909090909,16.363636363636363,2276.4545454545455,22.59090909090909
156653,0,0,0,0,0,0,47,60,8,1,1.5833333333333333,10,10,0,1.0,1.0,1.0,0.0,8.0,5.875,7.5,13.375,1481.375,34.875
156645,1,0,0,0,0,0,6,1,2,1,1.0535714285714286,40,7,38,0.0,0.0,0.0,0.0,2.0,3.0,0.5,3.5,335.5,10.5
156647,0,0,0,0,0,0,14,11,3,4,3.0,4,8,4,4.0,2.0,8.5,23.296388888888888,3.0,4.666666666666667,3.6666666666666665,8.333333333333334,884.6666666666666,22.333333333333332
156644,0,0,0,0,0,0,1,17,1,2,1.6941176470588235,45,8,15,4.0,3.0,6.25,0.655,1.0,1.0,17.0,18.0,1334.0,32.0
156642,0,0,0,0,0,0,9,13,1,1,2.0833333333333335,9,9,38,1.0,1.0,38.0,0.0,1.0,9.0,13.0,22.0,1455.0,33.0
156641,0,0,0,0,0,0,2,12,1,1,1.6941176470588235,44,7,16,1.0,1.0,0.0,0.0,1.0,2.0,12.0,14.0,1300.0,28.0
156639,0,0,0,0,0,0,87,66,15,6,2.6470588235294117,10,8,68,8.0,4.0,0.25,31.14361111111111,15.0,5.8,4.4,10.2,1090.6,23.533333333333335
156637,0,0,0,0,0,0,2,2,2,1,1.0,0,5,0,2.0,2.0,0.0,120.8625,2.0,1.0,1.0,2.0,355.5,9.0
156638,0,0,0,0,0,0,250,1,5,4,1.5555555555555556,6,10,73,2.0,2.0,4.5,9.09388888888889,5.0,50.0,0.2,50.2,3052.2,56.6
156631,1,0,0,0,0,0,60,0,1,2,1.653061224489796,25,11,13,1.0,1.0,2.0,0.0,1.0,60.0,0.0,60.0,2641.0,67.0
156636,0,0,0,0,0,0,1274,1456,10,2,1.5833333333333333,9,10,0,4.0,2.0,1.75,0.2961111111111111,10.0,127.4,145.6,273.0,23913.9,498.0
156630,0,0,0,0,0,0,158,158,106,1,1.5833333333333333,8,9,18,1.0,1.0,4.0,0.0,106.0,1.490566037735849,1.490566037735849,2.981132075471698,617.1509433962265,7.660377358490566
156627,0,0,0,0,0,0,1,1,1,1,1.5,4,8,20,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,552.0,9.0
156626,0,0,0,0,0,0,41,4,2,3,1.5,3,7,18,2.0,2.0,0.0,2.912777777777778,2.0,20.5,2.0,22.5,1209.5,32.5
